total_properties_analyzed,total_properties_accepted,acceptance_rate,regions_analyzed,avg_mape_across_regions,most_expensive_region,least_expensive_region,analysis_timestamp
9895,1845,0.1864578069732188,5,0.38630124432232715,Yogyakarta,Kulon Progo,2025-04-12 15:40:42
