index,predicted,actual,error,bedroom,bathroom,LT,LB
367,390000001.5582394,270000000.0,0.4444444502157015,2.0,1.0,63.0,30.0
369,1325668333.135924,669000000.0,0.9815670151508582,3.0,1.0,153.0,60.0
370,0.0,470000000.0,1.0,2.0,1.0,60.0,92.0
372,472336024.9818228,345000000.0,0.3690899274835443,2.0,1.0,106.0,47.0
374,0.0,650000000.0,1.0,2.0,1.0,116.0,65.0
375,454945399.6410953,380000000.0,0.19722473589761916,2.0,1.0,77.0,45.0
376,1266543357.7992923,510000000.0,1.4834183486260635,3.0,1.0,96.0,55.0
377,458269949.26242065,597000000.0,0.2323786444515567,2.0,1.0,78.0,45.0
379,470666877.8943938,379000000.0,0.24186511317782006,2.0,1.0,45.0,91.0
380,463628736.1606723,380000000.0,0.22007562147545343,2.0,1.0,80.0,45.0
381,1126617577.0608134,886000000.0,0.2715774007458391,3.0,2.0,122.0,69.0
382,390000001.5582394,235000000.0,0.6595744747159124,2.0,1.0,73.0,30.0
383,471621160.9989054,345000000.0,0.3670178579678418,2.0,1.0,74.0,50.0
384,471621160.9989054,899000000.0,0.47539359176984936,3.0,3.0,107.0,121.0
385,470666877.8943938,390000000.0,0.20683814844716358,2.0,1.0,91.0,45.0
386,470666877.8943938,385000000.0,0.2225113711542696,2.0,1.0,45.0,90.0
387,470666877.8943938,390000000.0,0.20683814844716358,2.0,1.0,90.0,45.0
388,390000001.45908326,285000000.0,0.36842105775116935,2.0,1.0,66.0,36.0
389,390000001.45908326,285000000.0,0.36842105775116935,2.0,1.0,66.0,36.0
390,0.0,490000000.0,1.0,2.0,1.0,113.0,80.0
391,470666877.8943938,750000000.0,0.37244416280747494,2.0,1.0,90.0,45.0
393,470666877.8943938,599000000.0,0.2142456128641172,2.0,1.0,90.0,60.0
394,390000001.461875,295000000.0,0.3220339032605933,2.0,1.0,72.0,36.0
395,876863812.3502595,445000000.0,0.9704804771915945,3.0,2.0,83.0,50.0
396,390000001.5582394,170000000.0,1.2941176562249377,2.0,1.0,60.0,30.0
397,0.0,1600000000.0,1.0,3.0,3.0,128.0,120.0
398,0.0,493000000.0,1.0,1.0,1.0,92.0,46.0
399,470666877.8943938,399000000.0,0.17961623532429524,2.0,1.0,83.0,45.0
400,1331000000.0003269,348000000.0,2.8247126436791,3.0,1.0,87.0,45.0
401,390000001.5297602,299000000.0,0.3043478312032113,2.0,1.0,75.0,40.0
403,1286692039.2673829,500000000.0,1.5733840785347657,3.0,2.0,147.0,65.0
404,390000001.5297602,299000000.0,0.3043478312032113,2.0,1.0,75.0,40.0
406,470666877.8943938,1290000000.0,0.635141955120625,4.0,3.0,99.0,105.0
407,1331000000.0003269,348000000.0,2.8247126436791,3.0,1.0,87.0,45.0
408,390000001.5297602,299000000.0,0.3043478312032113,2.0,1.0,75.0,40.0
410,1329436298.3360817,800000000.0,0.6617953729201022,3.0,2.0,154.0,60.0
411,1251840694.8237429,645000000.0,0.9408382865484386,3.0,1.0,93.0,60.0
412,876863812.3502595,445000000.0,0.9704804771915945,3.0,2.0,83.0,50.0
415,390000002.7325761,322000000.0,0.21118013270986358,2.0,1.0,85.0,36.0
416,390000001.48691815,265000000.0,0.47169811881855905,2.0,1.0,63.0,36.0
417,390000001.45908326,285000000.0,0.36842105775116935,2.0,1.0,66.0,36.0
418,0.0,515000000.0,1.0,2.0,1.0,108.0,40.0
419,1331000000.0003269,346000000.0,2.8468208092494995,3.0,1.0,86.0,45.0
420,0.0,379000000.0,1.0,2.0,1.0,103.0,40.0
421,390000001.5297602,275000000.0,0.41818182374458246,2.0,1.0,75.0,36.0
423,390000001.461875,299000000.0,0.30434783097617063,2.0,1.0,72.0,36.0
425,390000001.5582394,162000000.0,1.4074074170261692,2.0,1.0,60.0,30.0
426,390000001.5297602,299000000.0,0.3043478312032113,2.0,1.0,75.0,40.0
427,390000001.5297602,299000000.0,0.3043478312032113,2.0,1.0,75.0,40.0
429,390000001.5297602,321000000.0,0.21495327579364543,2.0,1.0,75.0,36.0
431,390000001.48691815,265000000.0,0.47169811881855905,2.0,1.0,63.0,36.0
433,390000001.5297602,299000000.0,0.3043478312032113,2.0,1.0,75.0,40.0
434,390000001.45908326,285000000.0,0.36842105775116935,2.0,1.0,66.0,36.0
436,390000001.45908326,285000000.0,0.36842105775116935,2.0,1.0,66.0,36.0
437,390000001.45908326,285000000.0,0.36842105775116935,2.0,1.0,66.0,36.0
438,390000001.45908326,285000000.0,0.36842105775116935,2.0,1.0,66.0,36.0
439,390000001.5582394,170000000.0,1.2941176562249377,2.0,1.0,60.0,30.0
440,390000001.461875,295000000.0,0.3220339032605933,2.0,1.0,72.0,36.0
444,390000001.45908326,285000000.0,0.36842105775116935,2.0,1.0,66.0,36.0
446,468931083.6021188,385000000.0,0.2180028145509579,2.0,1.0,87.0,48.0
447,390000001.5582394,162000000.0,1.4074074170261692,2.0,1.0,60.0,30.0
449,390000001.45908326,285000000.0,0.36842105775116935,2.0,1.0,66.0,36.0
450,1148745799.4280176,580000000.0,0.9805962059103752,3.0,2.0,126.0,72.0
452,0.0,2049999999.9999998,1.0,3.0,3.0,150.0,108.0
453,470666877.8943938,700000000.0,0.3276187458651517,2.0,1.0,94.0,45.0
454,0.0,600000000.0,1.0,2.0,1.0,84.0,84.0
455,390000001.98321795,650000000.0,0.39999999694889543,2.0,1.0,64.0,45.0
456,0.0,799000000.0,1.0,3.0,3.0,110.0,100.0
457,0.0,380000000.0,1.0,2.0,1.0,117.0,54.0
458,1123146281.51124,675000000.0,0.6639204170536889,3.0,2.0,99.0,75.0
459,0.0,800000000.0,1.0,3.0,2.0,80.0,85.0
462,470522810.97704446,600000000.0,0.21579531503825922,3.0,2.0,74.0,55.0
463,1127447251.050051,900000000.0,0.25271916783339,3.0,2.0,121.0,90.0
465,1105019750.0814297,425000000.0,1.6000464707798345,3.0,1.0,100.0,70.0
466,876863812.3502595,445000000.0,0.9704804771915945,3.0,2.0,83.0,50.0
468,470666877.8943938,399000000.0,0.17961623532429524,2.0,1.0,83.0,45.0
470,0.0,1290000000.0,1.0,4.0,3.0,105.0,99.0
471,470666877.8943938,400000000.0,0.1766671947359845,2.0,1.0,91.0,45.0
472,470666877.8943938,750000000.0,0.37244416280747494,2.0,1.0,90.0,45.0
474,1105620825.5418139,1700000000.0,0.3496348085048154,3.0,2.0,118.0,70.0
475,390000001.5582394,270000000.0,0.4444444502157015,2.0,1.0,60.0,30.0
476,1105620825.5418139,675000000.0,0.637956778580465,3.0,2.0,118.0,66.0
477,390000001.5582394,230000000.0,0.6956521806879974,2.0,1.0,60.0,30.0
479,1127447251.050051,850000000.0,0.3264085306471188,3.0,2.0,121.0,90.0
480,0.0,1300000000.0,1.0,4.0,2.0,112.0,112.0
482,390000001.5582394,550000000.0,0.29090908807592836,2.0,1.0,65.0,30.0
484,1290815369.7943943,920000000.0,0.4030601845591242,3.0,2.0,104.0,118.0
485,0.0,950000000.0,1.0,2.0,1.0,110.0,50.0
494,471350966.6276087,785000000.0,0.39955290875463856,2.0,2.0,76.0,52.0
495,471350966.6276087,910000000.0,0.4820319048048256,3.0,3.0,100.0,80.0
498,1301861437.8302224,285000000.0,3.5679348695797275,2.0,1.0,84.0,84.0
499,1190489825.2380502,2100000000.0,0.43310008321997606,3.0,2.0,133.0,80.0
500,1132040484.2362905,825000000.0,0.3721702839227763,3.0,2.0,123.0,75.0
501,0.0,1400000000.0,1.0,4.0,3.0,132.0,129.0
502,0.0,770000000.0,1.0,2.0,1.0,78.0,78.0
503,1177037849.5771656,800000000.0,0.471297311971457,3.0,2.0,101.0,60.0
