index,predicted,actual,error,bedroom,bathroom,LT,LB
187,575148774.0575715,331000000.0,0.7376095892977992,1.0,1.0,45.0,45.0
188,0.0,1210000000.0,1.0,3.0,2.0,81.0,120.0
189,0.0,551000000.0,1.0,2.0,1.0,59.0,93.0
191,0.0,772000000.0,1.0,3.0,2.0,157.0,60.0
193,575124657.8483346,950000000.0,0.39460562331754256,3.0,1.0,121.0,75.0
195,902579328.6309291,2560000000.0,0.6474299497535434,3.0,2.0,110.0,115.0
196,575109281.2684451,375000000.0,0.5336247500491871,2.0,1.0,80.0,40.0
197,575109281.2684451,385000000.0,0.49379034095700036,2.0,1.0,80.0,40.0
198,0.0,375000000.0,1.0,3.0,1.0,82.0,40.0
199,575109281.2684451,375000000.0,0.5336247500491871,2.0,1.0,80.0,40.0
200,575109281.2684451,375000000.0,0.5336247500491871,2.0,1.0,80.0,40.0
201,0.0,900000000.0,1.0,3.0,2.0,160.0,90.0
202,2084235298.8611069,1700000000.0,0.22602076403594523,5.0,4.0,184.0,233.0
204,575249122.1124407,485000000.0,0.18608066414936228,2.0,1.0,108.0,42.0
205,2049425147.099522,1780000000.0,0.15136244219074277,4.0,3.0,118.0,160.0
206,575122150.1803341,397000000.0,0.44867040347691206,2.0,1.0,101.0,42.0
207,0.0,789000000.0,1.0,2.0,1.0,131.0,96.0
208,575198836.906718,199000000.0,1.8904464166166735,1.0,1.0,30.0,30.0
209,575271939.8615881,205000000.0,1.8062045846906738,1.0,1.0,20.0,28.0
210,575148774.0575715,328000000.0,0.7535023599316205,1.0,1.0,45.0,45.0
212,575148774.0575715,1290000000.0,0.5541482371646732,3.0,2.0,81.0,120.0
213,575148774.0575715,330000000.0,0.7428750729017319,1.0,1.0,45.0,45.0
214,575189518.8733337,359000000.0,0.602199216917364,2.0,1.0,32.0,45.0
215,575198836.906718,199000000.0,1.8904464166166735,1.0,1.0,30.0,30.0
217,575189518.8733337,360000000.0,0.597748663537038,2.0,1.0,32.0,45.0
218,575173904.6886158,299000000.0,0.923658544109083,1.0,1.0,36.0,36.0
219,575173904.6886158,1270000000.0,0.5471071616625073,3.0,2.0,81.0,120.0
220,575228380.6764412,241000000.0,1.3868397538441544,1.0,1.0,25.0,25.0
221,575271939.8615881,201000000.0,1.862049452047702,1.0,1.0,20.0,28.0
222,575189518.8733337,359000000.0,0.602199216917364,2.0,1.0,32.0,45.0
223,575189518.8733337,1250000000.0,0.539848384901333,3.0,2.0,81.0,120.0
224,575189518.8733337,360000000.0,0.597748663537038,2.0,1.0,32.0,45.0
225,575164252.0971091,359000000.0,0.6021288359250949,1.0,1.0,39.0,35.0
226,575198836.906718,200000000.0,1.8759941845335901,1.0,1.0,30.0,30.0
227,0.0,332000000.0,1.0,1.0,1.0,59.0,93.0
228,0.0,620000000.0,1.0,3.0,2.0,81.0,50.0
229,0.0,380000000.0,1.0,2.0,1.0,135.0,50.0
230,896239954.6186427,1550000000.0,0.4217806744395854,3.0,2.0,110.0,80.0
233,575115129.1945891,399000000.0,0.44139130123957176,2.0,1.0,90.0,36.0
234,897443740.7052134,1490000000.0,0.3976887646273735,3.0,3.0,109.0,115.0
235,0.0,833000000.0,1.0,2.0,2.0,108.0,76.0
236,575189518.8733337,360000000.0,0.597748663537038,2.0,1.0,32.0,45.0
237,575189518.8733337,361000000.0,0.5933227669621431,2.0,1.0,32.0,45.0
238,575276799.8543785,685000000.0,0.16017985422718473,3.0,1.0,97.0,65.0
240,575164252.0971091,359000000.0,0.6021288359250949,1.0,1.0,39.0,35.0
241,575527360.5567037,400000000.0,0.4388184013917592,2.0,1.0,112.0,50.0
242,0.0,1710000000.0,1.0,2.0,2.0,92.0,76.0
243,1842444116.6539624,885000000.0,1.081857758931031,4.0,3.0,142.0,125.0
244,1846047159.1359031,850000000.0,1.1718201872187095,3.0,2.0,162.0,140.0
245,1846047159.1359031,3500000000.0,0.47255795453259913,7.0,4.0,135.0,225.0
246,0.0,550000000.0,1.0,3.0,1.0,80.0,60.0
247,576770866.8602655,1760000000.0,0.672289280193031,2.0,1.0,118.0,50.0
248,1858753758.473241,3700000000.0,0.49763411933155643,3.0,4.0,145.0,160.0
249,1842444116.6539624,1500000000.0,0.22829607776930824,4.0,2.0,160.0,140.0
252,0.0,675000000.0,1.0,2.0,2.0,104.0,55.0
253,902579328.6309291,650000000.0,0.3885835825091217,3.0,2.0,120.0,65.0
254,575113751.2365603,299000000.0,0.9234573619951851,2.0,1.0,70.0,40.0
255,927715757.8246362,585000000.0,0.5858389022643354,3.0,2.0,100.0,55.0
256,575103361.6060063,680000000.0,0.15425976234410843,2.0,1.0,91.0,50.0
257,575104414.5921863,465000000.0,0.23678368729502436,2.0,1.0,85.0,50.0
258,575104414.5921863,475000000.0,0.21074613598355016,3.0,1.0,85.0,55.0
259,575113751.2365603,290000000.0,0.9831508663329667,2.0,1.0,70.0,40.0
261,908988621.921272,750000000.0,0.21198482922836273,3.0,2.0,130.0,60.0
262,575123889.1023496,375000000.0,0.5336637042729324,2.0,1.0,60.0,50.0
263,1918026967.8788753,2500000000.0,0.2327892128484499,4.0,3.0,185.0,110.0
266,902579328.6309291,650000000.0,0.3885835825091217,3.0,2.0,120.0,65.0
267,2008211189.8020477,3150000000.0,0.36247263815808006,4.0,5.0,159.0,175.0
268,1895764023.5744631,940000000.0,1.0167702378451735,3.0,2.0,125.0,115.0
270,0.0,720000000.0,1.0,3.0,1.0,120.0,50.0
271,0.0,1600000000.0,1.0,3.0,2.0,145.0,70.0
272,1954482665.0457084,2500000000.0,0.21820693398171664,5.0,4.0,169.0,205.0
273,1954482665.0457084,1450000000.0,0.3479190793418679,3.0,2.0,85.0,100.0
274,575106859.1888702,450000000.0,0.2780152426419338,2.0,1.0,80.0,45.0
275,1934262700.0677214,2350000000.0,0.17690948933288453,4.0,4.0,123.0,145.0
277,0.0,2450000000.0,1.0,4.0,4.0,110.0,146.0
278,2021056348.2943308,1200000000.0,0.684213623578609,3.0,2.0,202.0,150.0
279,1881283010.9025931,2700000000.0,0.30322851448052107,3.0,2.0,126.0,160.0
280,0.0,898000000.0,1.0,3.0,2.0,90.0,65.0
281,903386108.9560107,575000000.0,0.571106276445236,3.0,2.0,101.0,80.0
282,897443740.7052134,1490000000.0,0.3976887646273735,3.0,3.0,109.0,115.0
283,1871726647.5669076,1500000000.0,0.2478177650446051,3.0,3.0,139.0,180.0
284,0.0,1420000000.0,1.0,4.0,2.0,99.0,150.0
285,0.0,1190000000.0,1.0,3.0,2.0,143.0,80.0
287,2049425147.099522,1520000000.0,0.34830601782863296,4.0,3.0,118.0,160.0
288,0.0,1300000000.0,1.0,2.0,1.0,120.0,90.0
289,575115129.1945891,260000000.0,1.2119812661330351,2.0,1.0,71.0,36.0
290,901425148.6858158,2300000000.0,0.6080760223105148,3.0,3.0,102.0,138.0
291,1842444116.6539624,1590000000.0,0.15876988468802666,4.0,3.0,133.0,125.0
293,1895764023.5744631,940000000.0,1.0167702378451735,3.0,2.0,125.0,115.0
296,575110696.999034,480000000.0,0.19814728541465426,2.0,1.0,97.0,52.0
297,901425148.6858158,1940000000.0,0.5353478615021569,3.0,3.0,102.0,138.0
299,1928570013.6964958,610000000.0,2.161590186387698,3.0,2.0,187.0,110.0
300,1928570013.6964958,699000000.0,1.7590415074341856,2.0,2.0,168.0,98.0
301,575105804.5766745,450000000.0,0.27801289905927656,2.0,1.0,82.0,50.0
302,575114298.4643162,470000000.0,0.2236474435410984,2.0,1.0,99.0,50.0
303,0.0,595000000.0,1.0,2.0,2.0,105.0,60.0
304,2008211189.8020477,2750000000.0,0.2697413855265281,4.0,5.0,150.0,190.0
305,906117850.2795871,1620000000.0,0.4406679936545758,3.0,2.0,100.0,108.0
306,575127751.5381949,200000000.0,1.8756387576909745,2.0,1.0,60.0,30.0
308,1871726647.5669076,3200000000.0,0.4150854226353414,4.0,3.0,158.0,180.0
309,575103361.6060063,720000000.0,0.20124533110276907,2.0,1.0,91.0,50.0
311,1928570013.6964958,610000000.0,2.161590186387698,3.0,2.0,187.0,110.0
312,1928570013.6964958,1220000000.0,0.580795093193849,3.0,2.0,81.0,120.0
313,575148774.0575715,329000000.0,0.7481725655245335,1.0,1.0,45.0,45.0
314,575198836.906718,199000000.0,1.8904464166166735,1.0,1.0,30.0,30.0
315,575185270.4499018,199000000.0,1.8903782434668432,1.0,1.0,33.0,30.0
316,575164252.0971091,358000000.0,0.6066040561371762,1.0,1.0,39.0,35.0
317,575148774.0575715,328000000.0,0.7535023599316205,1.0,1.0,45.0,45.0
319,575198836.906718,201000000.0,1.861685755754816,1.0,1.0,30.0,30.0
320,575198836.906718,199000000.0,1.8904464166166735,1.0,1.0,30.0,30.0
321,575148774.0575715,332000000.0,0.732375825474613,1.0,1.0,45.0,45.0
322,575173904.6886158,299000000.0,0.923658544109083,1.0,1.0,36.0,36.0
323,575164252.0971091,361000000.0,0.5932527758922689,1.0,1.0,39.0,35.0
324,575164252.0971091,1200000000.0,0.5206964565857425,3.0,2.0,81.0,120.0
325,575271939.8615881,198000000.0,1.9054138376847884,1.0,1.0,20.0,28.0
327,575189518.8733337,361000000.0,0.5933227669621431,2.0,1.0,32.0,45.0
328,575148774.0575715,331000000.0,0.7376095892977992,1.0,1.0,45.0,45.0
329,575173904.6886158,289000000.0,0.9902211234900201,1.0,1.0,36.0,36.0
330,575148774.0575715,328000000.0,0.7535023599316205,1.0,1.0,45.0,45.0
331,575189518.8733337,360000000.0,0.597748663537038,2.0,1.0,32.0,45.0
333,927715757.8246362,2450000000.0,0.6213405070103526,3.0,3.0,110.0,95.0
334,1512384925.2270584,555000000.0,1.7250178832919971,3.0,2.0,112.0,120.0
335,1913138206.6945105,1390000000.0,0.3763584220823816,3.0,3.0,134.0,110.0
336,1825306277.6402242,2200000000.0,0.17031532834535262,3.0,3.0,137.0,145.0
337,0.0,720000000.0,1.0,2.0,1.0,130.0,50.0
338,575209770.3084084,495000000.0,0.16203994001698663,2.0,1.0,107.0,43.0
339,575138208.7605507,350000000.0,0.643252025030145,2.0,1.0,103.0,50.0
340,575138208.7605507,1520000000.0,0.6216195994996376,4.0,2.0,99.0,150.0
342,0.0,620000000.0,1.0,2.0,2.0,103.0,65.0
343,575415591.2189727,1250000000.0,0.5396675270248219,3.0,1.0,135.0,98.0
344,899349802.555274,725000000.0,0.24048248628313657,3.0,2.0,104.0,70.0
345,575110696.999034,480000000.0,0.19814728541465426,2.0,1.0,97.0,52.0
347,896239954.6186427,1550000000.0,0.4217806744395854,3.0,2.0,110.0,80.0
348,575189518.8733337,359000000.0,0.602199216917364,2.0,1.0,32.0,45.0
349,575164252.0971091,359000000.0,0.6021288359250949,1.0,1.0,39.0,35.0
351,575106319.0561427,950000000.0,0.39462492730932347,2.0,1.0,81.0,53.0
353,979358641.4883603,760000000.0,0.28862979143205303,3.0,2.0,138.0,75.0
354,913053515.9422923,685000000.0,0.3329248407916676,3.0,2.0,97.0,65.0
355,0.0,775000000.0,1.0,2.0,2.0,106.0,80.0
359,2008211189.8020477,1550000000.0,0.295620122452934,4.0,4.0,120.0,200.0
360,2008211189.8020477,548000000.0,2.664618959492788,2.0,1.0,59.0,93.0
362,0.0,550000000.0,1.0,2.0,1.0,123.0,45.0
363,0.0,400000000.0,1.0,2.0,1.0,131.0,50.0
364,575271939.8615881,199000000.0,1.890813768148684,1.0,1.0,20.0,28.0
365,575198836.906718,201000000.0,1.861685755754816,1.0,1.0,30.0,30.0
366,1630112805.8165414,1300000000.0,0.25393292755118574,3.0,3.0,116.0,130.0
368,575103361.6060063,680000000.0,0.15425976234410843,2.0,1.0,91.0,50.0
370,899953834.4280818,1300000000.0,0.30772781967070634,3.0,2.0,103.0,90.0
371,0.0,1050000000.0,1.0,2.0,1.0,126.0,64.0
372,2109999941.9617763,4000000000.0,0.4725000145095559,5.0,3.0,219.0,241.0
373,896239954.6186427,1200000000.0,0.2531333711511311,3.0,3.0,80.0,100.0
374,904562720.6506367,1480000000.0,0.3888089725333536,3.0,3.0,84.0,117.0
375,0.0,1100000000.0,1.0,3.0,2.0,90.0,130.0
376,1946145750.3346639,3500000000.0,0.4439583570472389,4.0,3.0,190.0,190.0
377,897443740.7052134,1450000000.0,0.3810732822722666,3.0,3.0,109.0,115.0
378,2049425147.099522,1500000000.0,0.3662834313996814,4.0,3.0,118.0,160.0
379,896239954.6186427,770000000.0,0.16394799301122426,3.0,2.0,110.0,80.0
380,575112731.5874568,375000000.0,0.5336339508998849,2.0,1.0,72.0,60.0
381,1825306277.6402242,2200000000.0,0.17031532834535262,3.0,3.0,137.0,145.0
382,1873157249.2986045,990000000.0,0.89207802959455,3.0,2.0,116.0,116.0
383,575144496.4610013,318000000.0,0.8086304920157272,1.0,1.0,47.0,47.0
384,899349802.555274,1110000000.0,0.1897749526529063,3.0,3.0,109.0,110.0
385,575109954.1055043,370000000.0,0.5543512273121737,2.0,1.0,75.0,45.0
386,575109954.1055043,1450000000.0,0.6033724454444798,4.0,3.0,104.0,140.0
389,901425148.6858158,380000000.0,1.3721714439100416,2.0,1.0,135.0,50.0
390,575249122.1124407,485000000.0,0.18608066414936228,2.0,1.0,108.0,42.0
392,1934262700.0677214,2350000000.0,0.17690948933288453,4.0,4.0,123.0,145.0
393,2049425147.099522,1500000000.0,0.3662834313996814,4.0,3.0,118.0,165.0
394,575154069.9024837,375000000.0,0.5337441864066232,2.0,1.0,72.0,72.0
395,575127751.5381949,299000000.0,0.9235041857464712,2.0,1.0,60.0,30.0
396,575105315.6514063,450000000.0,0.2780118125586806,2.0,1.0,83.0,50.0
399,2008211189.8020477,1240000000.0,0.6195251530661675,5.0,3.0,120.0,108.0
400,0.0,975000000.0,1.0,3.0,1.0,213.0,80.0
403,575154069.9024837,375000000.0,0.5337441864066232,2.0,1.0,72.0,72.0
404,575122696.2056175,280000000.0,1.054009629305777,2.0,1.0,61.0,35.0
405,0.0,2000000000.0,1.0,2.0,1.0,200.0,100.0
406,927715757.8246362,2490000000.0,0.627423390431873,3.0,3.0,110.0,95.0
407,575183120.9186647,350000000.0,0.6433803454818992,2.0,1.0,106.0,50.0
409,0.0,871000000.0,1.0,2.0,2.0,120.0,76.0
410,0.0,871000000.0,1.0,2.0,2.0,120.0,76.0
411,575123889.1023496,330000000.0,0.7427996639465141,2.0,1.0,60.0,36.0
412,575123889.1023496,330000000.0,0.7427996639465141,2.0,1.0,60.0,36.0
413,0.0,380000000.0,1.0,2.0,1.0,132.0,36.0
415,2110000000.0009804,975000000.0,1.1641025641035696,4.0,2.0,112.0,160.0
416,2059617300.0106754,725000000.0,1.840851448290587,4.0,2.0,140.0,100.0
418,1928570013.6964958,2740000000.0,0.2961423307677023,4.0,3.0,187.0,135.0
419,1928570013.6964958,2740000000.0,0.2961423307677023,4.0,3.0,187.0,135.0
420,575103361.6060063,720000000.0,0.20124533110276907,2.0,1.0,91.0,50.0
421,2089432488.2934456,2900000000.0,0.2795060385195015,4.0,3.0,213.0,135.0
422,2089432488.2934456,2900000000.0,0.2795060385195015,4.0,3.0,213.0,135.0
423,2089432488.2934456,2900000000.0,0.2795060385195015,4.0,3.0,213.0,135.0
424,895750622.2002711,2089999999.9999998,0.5714111855501095,3.0,3.0,109.0,150.0
425,0.0,397000000.0,1.0,2.0,1.0,149.0,38.0
431,575112142.9172037,480000000.0,0.1981502977441743,2.0,1.0,72.0,45.0
432,575115129.1945891,490000000.0,0.1737043452950799,2.0,1.0,92.0,36.0
433,2110000000.0,600000000.0,2.5166666666666666,3.0,2.0,143.0,95.0
434,901425148.6858158,1940000000.0,0.5353478615021569,3.0,3.0,102.0,138.0
435,1934262700.0677214,2350000000.0,0.17690948933288453,4.0,4.0,123.0,145.0
438,0.0,1540000000.0,1.0,4.0,3.0,108.0,136.0
439,575249122.1124407,407000000.0,0.4133885064187732,2.0,1.0,108.0,42.0
440,575104205.4501159,410000000.0,0.40269318402467297,2.0,1.0,91.0,45.0
441,575105804.5766745,450000000.0,0.27801289905927656,2.0,1.0,82.0,50.0
442,1934262700.0677214,2350000000.0,0.17690948933288453,4.0,3.0,123.0,145.0
444,1842444116.6539624,1590000000.0,0.15876988468802666,4.0,3.0,133.0,125.0
446,1842444116.6539624,1450000000.0,0.27065111493376715,4.0,2.0,138.0,150.0
447,906117850.2795871,1450000000.0,0.3750911377382158,3.0,2.0,100.0,85.0
449,575115129.1945891,495000000.0,0.16184874584765482,2.0,1.0,72.0,36.0
451,0.0,789000000.0,1.0,2.0,2.0,131.0,96.0
452,575105315.6514063,450000000.0,0.2780118125586806,2.0,1.0,83.0,50.0
455,906117850.2795871,1450000000.0,0.3750911377382158,3.0,2.0,100.0,85.0
457,0.0,817000000.0,1.0,2.0,2.0,103.0,76.0
