index,predicted,actual,error,bedroom,bathroom,LT,LB
5,272817770.82970816,278000000.0,0.018641112123351945,2.0,1.0,71.0,36.0
7,272817770.82970816,311000000.0,0.12277244106203164,2.0,1.0,72.0,36.0
8,272817770.82970816,250000000.0,0.09127108331883263,2.0,1.0,70.0,36.0
9,272817770.82970816,305000000.0,0.10551550547636669,2.0,1.0,70.0,36.0
10,272817770.82970816,316000000.0,0.13665262395661976,2.0,1.0,70.0,36.0
15,272817770.82970816,285000000.0,0.042744663755409966,2.0,1.0,71.0,36.0
27,272817770.82970816,250000000.0,0.09127108331883263,2.0,1.0,71.0,36.0
28,272817770.82970816,250000000.0,0.09127108331883263,2.0,1.0,71.0,36.0
29,272817770.82970816,250000000.0,0.09127108331883263,2.0,1.0,70.0,36.0
30,272817770.82970816,250000000.0,0.09127108331883263,2.0,1.0,70.0,36.0
31,272817770.82970816,250000000.0,0.09127108331883263,2.0,1.0,70.0,36.0
32,272817770.82970816,250000000.0,0.09127108331883263,2.0,1.0,70.0,36.0
33,272817770.82970816,250000000.0,0.09127108331883263,2.0,1.0,71.0,36.0
34,272817770.82970816,250000000.0,0.09127108331883263,2.0,1.0,71.0,36.0
35,272817770.82970816,250000000.0,0.09127108331883263,2.0,1.0,70.0,36.0
36,272817770.82970816,250000000.0,0.09127108331883263,2.0,1.0,70.0,36.0
37,272817770.82970816,250000000.0,0.09127108331883263,2.0,1.0,70.0,36.0
49,272817770.82970816,250000000.0,0.09127108331883263,2.0,1.0,70.0,36.0
50,272817770.82970816,300000000.0,0.09060743056763947,2.0,1.0,71.0,36.0
52,272817770.82970816,311000000.0,0.12277244106203164,2.0,1.0,71.0,36.0
53,272817770.82970816,305000000.0,0.10551550547636669,2.0,1.0,70.0,36.0
54,272817770.82970816,316000000.0,0.13665262395661976,2.0,1.0,70.0,36.0
61,272817770.82970816,265000000.0,0.029501021998898713,2.0,1.0,70.0,36.0
63,272817770.82970816,250000000.0,0.09127108331883263,2.0,1.0,71.0,36.0
70,272817770.82970816,250000000.0,0.09127108331883263,2.0,1.0,71.0,36.0
71,272817770.82970816,250000000.0,0.09127108331883263,2.0,1.0,71.0,36.0
72,272817770.82970816,250000000.0,0.09127108331883263,2.0,1.0,70.0,36.0
73,272817770.82970816,250000000.0,0.09127108331883263,2.0,1.0,70.0,36.0
74,272817770.82970816,250000000.0,0.09127108331883263,2.0,1.0,70.0,36.0
76,272817770.82970816,250000000.0,0.09127108331883263,2.0,1.0,71.0,36.0
77,272817770.82970816,250000000.0,0.09127108331883263,2.0,1.0,71.0,36.0
78,272817770.82970816,250000000.0,0.09127108331883263,2.0,1.0,70.0,36.0
79,272817770.82970816,250000000.0,0.09127108331883263,2.0,1.0,70.0,36.0
80,272817770.82970816,250000000.0,0.09127108331883263,2.0,1.0,70.0,36.0
87,272817770.82970816,250000000.0,0.09127108331883263,2.0,1.0,71.0,36.0
88,272817770.82970816,250000000.0,0.09127108331883263,2.0,1.0,71.0,36.0
89,272817770.82970816,250000000.0,0.09127108331883263,2.0,1.0,70.0,36.0
90,272817770.82970816,250000000.0,0.09127108331883263,2.0,1.0,70.0,36.0
91,272817770.82970816,250000000.0,0.09127108331883263,2.0,1.0,70.0,36.0
99,272817770.82970816,250000000.0,0.09127108331883263,2.0,1.0,72.0,36.0
100,272817770.82970816,250000000.0,0.09127108331883263,2.0,1.0,71.0,36.0
101,272817770.82970816,250000000.0,0.09127108331883263,2.0,1.0,71.0,36.0
102,272817770.82970816,250000000.0,0.09127108331883263,2.0,1.0,70.0,36.0
103,272817770.82970816,250000000.0,0.09127108331883263,2.0,1.0,70.0,36.0
104,272817770.82970816,250000000.0,0.09127108331883263,2.0,1.0,70.0,36.0
105,272817770.82970816,250000000.0,0.09127108331883263,2.0,1.0,70.0,36.0
106,272817770.82970816,250000000.0,0.09127108331883263,2.0,1.0,70.0,36.0
107,272817770.82970816,250000000.0,0.09127108331883263,2.0,1.0,70.0,36.0
109,272817770.82970816,285000000.0,0.042744663755409966,2.0,1.0,71.0,36.0
113,272817770.82970816,250000000.0,0.09127108331883263,2.0,1.0,70.0,36.0
115,272817770.82970816,250000000.0,0.09127108331883263,2.0,1.0,72.0,36.0
116,272817770.82970816,275000000.0,0.00793537880106124,2.0,1.0,71.0,36.0
117,272817770.82970816,250000000.0,0.09127108331883263,2.0,1.0,72.0,36.0
118,272817770.82970816,250000000.0,0.09127108331883263,2.0,1.0,72.0,36.0
119,272817770.82970816,250000000.0,0.09127108331883263,2.0,1.0,71.0,36.0
120,272817770.82970816,250000000.0,0.09127108331883263,2.0,1.0,70.0,36.0
121,272817770.82970816,250000000.0,0.09127108331883263,2.0,1.0,70.0,36.0
122,272817770.82970816,250000000.0,0.09127108331883263,2.0,1.0,72.0,36.0
123,272817770.82970816,250000000.0,0.09127108331883263,2.0,1.0,72.0,36.0
124,272817770.82970816,250000000.0,0.09127108331883263,2.0,1.0,71.0,36.0
125,272817770.82970816,250000000.0,0.09127108331883263,2.0,1.0,70.0,36.0
126,272817770.82970816,250000000.0,0.09127108331883263,2.0,1.0,70.0,36.0
127,272817770.82970816,250000000.0,0.09127108331883263,2.0,1.0,70.0,36.0
128,272817770.82970816,250000000.0,0.09127108331883263,2.0,1.0,70.0,36.0
129,272817770.82970816,250000000.0,0.09127108331883263,2.0,1.0,71.0,36.0
130,272817770.82970816,250000000.0,0.09127108331883263,2.0,1.0,72.0,36.0
131,272817770.82970816,250000000.0,0.09127108331883263,2.0,1.0,70.0,36.0
139,272817770.82970816,250000000.0,0.09127108331883263,2.0,1.0,71.0,36.0
