title,price,bedroom,bathroom,carport,LT,LB,badges,agent,updated,location,link,kecamatan,kabupaten_kota
"Dijual Cepat, Rumah Istimewa Dekat Stadion Maguwoharjo",1650000000.0,3.0,3.0,2.0,130.0,130.0,"Rumah, Siap Huni, Dekat Sekolah, Dekat Tempat Wisata",Hanan,2025-04-05 15:39:32.490303,"Ngemplak, Sleman",/properti/sleman/hos17984287/,Ngemplak,Sleman
Rumah Murah Lingkungan Tenang Area Timoho Dkt Dengan Balaikota Dan Ust,1300000000.0,5.0,2.0,1.0,130.0,120.0,"Rumah, Full Furnished, Dekat Sekolah, Dekat Tempat Wisata",Faza Jogja ID Property,2025-04-05 15:39:32.490305,"Mergangsan, Yogyakarta",/properti/yogyakarta/hos17984230/,Mergangsan,Yogyakarta
Rumah 3 Kamar Tidur Di Barat Kantor Kelurahan Bangunjiwo,477000000.0,3.0,1.0,0.0,87.0,61.0,"Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah, Dekat Landmark",Nurul,2025-04-05 15:39:32.490306,"Kotagede, Yogyakarta",/properti/yogyakarta/hos17983913/,Kotagede,Yogyakarta
Hunian American Style Dkt Candi Prambanan Cuma 200 Jt An 1 Unit Terakhir,235000000.0,2.0,1.0,1.0,73.0,30.0,"Rumah, Dekat Akses Transportasi, Dekat Pusat Perbelanjaan, Dekat Tempat Ibadah",Novi,2025-04-05 15:39:32.490307,"Ngemplak, Sleman",/properti/sleman/hos17983834/,Ngemplak,Sleman
Rumah Baru Dengan Bonus Motor Dan Sertifikat Hak Milik Dekat Pku Gamping,390000000.0,2.0,1.0,2.0,106.0,48.0,"Rumah, Dekat Pusat Perbelanjaan",Paul Borneo,2025-04-05 15:39:32.490308,"Sleman, Yogyakarta",/properti/yogyakarta/hos17983574/,Sleman,Yogyakarta
Unit Industrial Hanya 300 Jutaan Include Ac Dekat Umy,390000000.0,2.0,1.0,2.0,105.0,48.0,"Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah",Paul Borneo,2025-04-05 15:39:32.490310,"Sleman, Yogyakarta",/properti/yogyakarta/hos17983442/,Sleman,Yogyakarta
Rumah Baru Minimalis Budi Mulia Tajem,650000000.0,3.0,1.0,0.0,93.0,60.0,"Rumah, Dekat Sekolah, Dekat Tempat Wisata",ferry irawan,2025-04-05 15:39:32.490311,"Maguwoharjo, Yogyakarta",/properti/yogyakarta/hos17983328/,Maguwoharjo,Yogyakarta
Rumah Modern Harga 300 Jutaan Dekat Spbu Bibis Raya Legalitas SHM,390000000.0,2.0,1.0,1.0,90.0,48.0,"Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah, Dekat Fasilitas Kesehatan",Paul Borneo,2025-04-05 15:39:32.490314,"Kasihan, Bantul",/properti/bantul/hos17983178/,Kasihan,Bantul
"Rumah Perumahan Baru Unfurnished SHM di Jl. Jati Sawit , Ambarketawang, Sleman",425000000.0,2.0,1.0,0.0,80.0,40.0,Rumah,Galih Arie Prasetyo,2025-04-05 15:39:32.490315,"Gamping, Sleman",/properti/sleman/hos17983162/,Gamping,Sleman
Hunian Strategis Lingkungan Tenang Akses Jalan Kabupaten Mudah,390000000.0,2.0,1.0,1.0,45.0,91.0,"Rumah, Dekat Sekolah",Paul Borneo,2025-04-05 15:39:32.490316,"Kasihan, Bantul",/properti/bantul/hos17983156/,Kasihan,Bantul
Dijual Rumah 2 Lantai Siap Huni Emerald Garden Regency,1200000000.0,3.0,3.0,1.0,112.0,103.0,"Rumah, Siap Huni, Dekat Akses Transportasi",Kartika,2025-04-05 15:39:32.490317,"Banguntapan, Bantul",/properti/bantul/hos15220596/,Banguntapan,Bantul
Cluster Nyaman Akses Mobil Mudah 2menit Dari Alfamart Tugu Lilin,385000000.0,2.0,1.0,1.0,45.0,90.0,"Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah",Paul Borneo,2025-04-05 15:39:32.490319,"Kasihan, Bantul",/properti/bantul/hos17983050/,Kasihan,Bantul
Rumah Lingkungan Perumahan One Gate System Legalitas SHM,450000000.0,2.0,1.0,1.0,91.0,45.0,"Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah",Paul Borneo,2025-04-05 15:39:32.490320,"Kasihan, Bantul",/properti/bantul/hos17983007/,Kasihan,Bantul
Rumah Jogja Murah Ala Jepang Dalam Cluster,343000000.0,2.0,1.0,1.0,72.0,36.0,"Rumah, Dekat Akses Transportasi",Rudi Haryono,2025-04-05 15:39:32.490321,"Sentolo, Kulon Progo",/properti/kulon-progo/hos17982984/,Sentolo,Kulon Progo
Rumah Jogja Murah Kulon Progo Ada Pos Security Ala Jepang,346000000.0,2.0,1.0,1.0,73.0,36.0,"Rumah, Dekat Akses Transportasi",Rudi Haryono,2025-04-05 15:39:32.490323,"Sentolo, Kulon Progo",/properti/kulon-progo/hos17982982/,Sentolo,Kulon Progo
Rumah Murah di Jogja Nuansa Jepang One Gate System Dekat Brimob Sentolo,536000000.0,2.0,1.0,1.0,77.0,36.0,"Rumah, Dekat Akses Transportasi",Rudi Haryono,2025-04-05 15:39:32.490324,"Sentolo, Kulon Progo",/properti/kulon-progo/hos17982980/,Sentolo,Kulon Progo
Rumah Murah di Jogja Ada Taman Bermain Jepang Modern 20 Menit Ke Kota,341000000.0,2.0,1.0,1.0,71.0,36.0,"Rumah, Dekat Akses Transportasi",Rudi Haryono,2025-04-05 15:39:32.490325,"Sentolo, Kulon Progo",/properti/kulon-progo/hos17982976/,Sentolo,Kulon Progo
Rumah di Jogja Barat Ada Taman Bermain Area Exit Tol Sentolo,538000000.0,2.0,1.0,1.0,137.0,36.0,"Rumah, Dekat Akses Transportasi",Rudi Haryono,2025-04-05 15:39:32.490327,"Sentolo, Kulon Progo",/properti/kulon-progo/hos17982973/,Sentolo,Kulon Progo
Rumah SHM Model Joglo Modern Dekat Jl Utama Jogja Solo,495000000.0,2.0,1.0,1.0,72.0,36.0,"Rumah, Dekat Akses Transportasi, Dekat Pusat Perbelanjaan, Dekat Sekolah",Arum ciptanugraha,2025-04-05 15:39:32.490328,"Prambanan, Sleman",/properti/sleman/hos17982949/,Prambanan,Sleman
Rumah Murah Sleman Nuansa Villa Dekat Kampus UMY Ada Pos Security,571000000.0,2.0,1.0,1.0,79.0,40.0,"Rumah, Dekat Sekolah, Dekat Fasilitas Kesehatan",Frans Soelistijo,2025-04-05 15:39:32.490329,"Gamping, Sleman",/properti/sleman/hos17690583/,Gamping,Sleman
Rumah Usaha di Dekat Plaza Ambarrukmo Uin Sunan Kalijaga,6500000000.0,11.0,4.0,0.0,468.0,261.0,"Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah",Adi Gunawan,2025-04-05 15:39:32.490332,"Depok, Sleman",/properti/sleman/hos17982672/,Depok,Sleman
Rumah Modern Siap Huni di Sleman Dekat Sleman City Hall,1600000000.0,3.0,3.0,1.0,139.0,180.0,"Rumah, Siap Huni, Dekat Pusat Perbelanjaan, Dekat Sekolah",Siska Core,2025-04-05 15:39:32.490333,"Sleman, Yogyakarta",/properti/yogyakarta/hos17982627/,Sleman,Yogyakarta
Rumah Dalam Perumahan Dijual Dekat Jogja Kota Tegalrejo Yogyakart,1550000000.0,5.0,5.0,2.0,270.0,300.0,Rumah,Anindya Dewangga,2025-04-06 15:39:32.490334,"Gamping, Sleman",/properti/sleman/hos17980767/,Gamping,Sleman
"Dijual Rumah Scandinavian Diskon 17 Jt Cash Keras, Selangkah Kampus Umy",453000000.0,2.0,1.0,1.0,80.0,40.0,"Rumah, Dekat Akses Transportasi, Dekat Sekolah",Hatta (Adi Jaya Berlian Property),2025-04-05 15:39:32.490335,"Kasihan, Bantul",/properti/bantul/hos17982625/,Kasihan,Bantul
Kesempatan Emas Rumah Minimalis 460 Juta di Lokasi Strategis Berbah,470000000.0,3.0,1.0,1.0,86.0,50.0,"Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah",Novi,2025-04-05 15:39:32.490337,"Berbah, Sleman",/properti/sleman/hos17982568/,Berbah,Sleman
Rumah Khas Joglo Etnik Promo Murahh Dekat Jogja,450000000.0,2.0,1.0,1.0,75.0,36.0,"Rumah, Dekat Akses Transportasi, Dekat Pusat Perbelanjaan, Dekat Sekolah",Arum ciptanugraha,2025-04-05 15:39:32.490338,"Prambanan, Sleman",/properti/sleman/hos17982523/,Prambanan,Sleman
Jual Rumah Bantul Barat Alfamart Tugu Lilin Cocok Untuk Homestay,390000000.0,2.0,1.0,1.0,119.0,40.0,"Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah",Nano Jayantaka,2025-04-05 15:39:32.490339,"Kasihan, Bantul",/properti/bantul/hos17982519/,Kasihan,Bantul
Rumah Bantul Cocok Untuk Homestay Dekat Kampus Umy,387000000.0,2.0,1.0,1.0,119.0,40.0,"Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah",Nano Jayantaka,2025-04-05 15:39:32.490341,"Kasihan, Bantul",/properti/bantul/hos17982518/,Kasihan,Bantul
Rumah Dijual Bantul Dalam Perumahan 10 Menit Ke Kampus Umy,451000000.0,2.0,1.0,1.0,153.0,40.0,"Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah",Nano Jayantaka,2025-04-05 15:39:32.490342,"Kasihan, Bantul",/properti/bantul/hos17982514/,Kasihan,Bantul
Rumah Dijual Bantul 10 Menit Ke Kampus Umy Cocok Untuk Homestay,454000000.0,2.0,1.0,1.0,153.0,40.0,"Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah",Nano Jayantaka,2025-04-05 15:39:32.490343,"Kasihan, Bantul",/properti/bantul/hos17982501/,Kasihan,Bantul
Rumah di Bantul Barat Alfamart Tugu Lilin Cocok Untuk Homestay,551000000.0,2.0,1.0,1.0,153.0,40.0,"Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah",Nano Jayantaka,2025-04-05 15:39:32.490344,"Kasihan, Bantul",/properti/bantul/hos17982499/,Kasihan,Bantul
"Dijual Rumah Scandinavian 400 Jt an Diskon 17 Jt, Dekat Kota Jogja",453000000.0,2.0,1.0,1.0,80.0,40.0,"Rumah, Dekat Akses Transportasi, Dekat Sekolah",Hatta (Adi Jaya Berlian Property),2025-04-05 15:39:32.490346,"Kasihan, Bantul",/properti/bantul/hos17982481/,Kasihan,Bantul
Dekat Tugu Lilin Bangunjiwo Hunian Elegan 1 Lantai One Gate System,395000000.0,2.0,1.0,1.0,87.0,45.0,"Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah",Paul Borneo,2025-04-05 15:39:32.490347,"Kasihan, Bantul",/properti/bantul/hos17982476/,Kasihan,Bantul
Rumah Mewah 2 Lantai Unit Hook Dalam Perumahan Elite Pondok Permai Giwangan Banguntapan h,2000000000.0,3.0,2.0,1.0,157.0,125.0,"Rumah, Dekat Sekolah",Muhlisin panoramicland,2025-04-05 15:39:32.490348,"Banguntapan, Bantul",/properti/bantul/hos17982388/,Banguntapan,Bantul
Proses Bangun 4 Rumah Skandinavian Dekat Kelurahan Bangunjiwo,479000000.0,3.0,1.0,1.0,87.0,60.0,"Rumah, Dekat Sekolah, Dekat Landmark",Nurul,2025-04-05 15:39:32.490350,"Umbulharjo, Yogyakarta",/properti/yogyakarta/hos17982414/,Umbulharjo,Yogyakarta
Jual Rumah Baru Jalan Kaliurang Dekat Uii,775000000.0,3.0,2.0,2.0,130.0,80.0,"Rumah, Dekat Sekolah, Dekat Landmark",Andyanto kurniawan,2025-04-05 15:39:32.490351,"Ngaglik, Sleman",/properti/sleman/hos17982371/,Ngaglik,Sleman
"Dijual Rumah Scandinavian Hanya 400 Jt an Diskon 17 Juta, Area Umy",453000000.0,2.0,1.0,1.0,80.0,40.0,"Rumah, Dekat Akses Transportasi, Dekat Sekolah",Hatta (Adi Jaya Berlian Property),2025-04-05 15:39:32.490352,"Kasihan, Bantul",/properti/bantul/hos17982372/,Kasihan,Bantul
Desain Uniq Lantai Mezzanin Di Seyegan Sleman Yogyakarta,460000000.0,3.0,1.0,2.0,95.0,42.0,"Rumah, Dekat Pusat Perbelanjaan",Nurul,2025-04-05 15:39:32.490354,"Sleman, Yogyakarta",/properti/yogyakarta/hos17982327/,Sleman,Yogyakarta
Rumah Modern Jepang di Yogyakarta Harga 200jutaan,265000000.0,2.0,1.0,2.0,70.0,36.0,"Rumah, Dekat Akses Transportasi, Dekat Fasilitas Kesehatan",Frans Soelistijo,2025-04-05 15:39:32.490355,"Sentolo, Kulon Progo",/properti/kulon-progo/hos16880469/,Sentolo,Kulon Progo
"Dijual Rumah Scandinavian Promo Kemerdekaan Kpr 17 Juta All In, Area Kampus Umy",487000000.0,2.0,1.0,1.0,80.0,40.0,"Rumah, Dekat Akses Transportasi, Dekat Sekolah",Hatta (Adi Jaya Berlian Property),2025-04-05 15:39:32.490356,"Kasihan, Bantul",/properti/bantul/hos17982277/,Kasihan,Bantul
"Rumah 2 Lantai Jogja, Palagan Dekat Monjali, Ringroad Utara",1900000000.0,3.0,2.0,1.0,139.0,175.0,"Rumah, Dekat Fasilitas Kesehatan",Rizky,2025-04-05 15:39:32.490357,"Ngaglik, Sleman",/properti/sleman/hos17981772/,Ngaglik,Sleman
Rumah Siap Huni Dekat Alun alun Paseban di Trirenggo Bantul Kota,365000000.0,2.0,1.0,1.0,75.0,45.0,"Rumah, Siap Huni, Dekat Sekolah, Dekat Fasilitas Kesehatan",Hamdan Nugroho,2025-04-06 15:39:32.490359,"Bantul, Bantul",/properti/bantul/hos17753605/,Bantul,Bantul
Bangunan Semi 2 Lantai Carport Muat 2 Mobil,453000000.0,3.0,1.0,2.0,95.0,42.0,Rumah,Nurul,2025-04-05 15:39:32.490360,"Sleman, Sleman",/properti/sleman/hos17981496/,Sleman,Sleman
"Dijual Rumah Scandinavain Promo Kpr 17 Jt All In, Dekat Kampus Umy",487000000.0,2.0,1.0,1.0,80.0,40.0,"Rumah, Dekat Akses Transportasi, Dekat Sekolah",Hatta (Adi Jaya Berlian Property),2025-04-05 15:39:32.490363,"Kasihan, Bantul",/properti/bantul/hos17981071/,Kasihan,Bantul
"RUMAH SIAP HUNI DI MALIOBORO PUSAT KOTA JOGJA DEKAT PATHOK, STASIUN TUGU YOGYAKARTA & LEMPUYANGAN",5000000000.0,5.0,3.0,1.0,188.0,250.0,"Rumah, Siap Huni, Dekat Akses Transportasi",RIYANTO (RFNM),2025-04-05 15:39:32.490364,"Gedong Tengen, Yogyakarta",/properti/yogyakarta/hos15590962/,Gedong Tengen,Yogyakarta
"Tanah Bonus Bangunan Lingkungan Kampus, Glagahsari Umbulharjo",7630000000.0,9.0,9.0,2.0,545.0,350.0,"Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah, Dekat Landmark",SARJITO (IVAI),2025-04-05 15:39:32.490366,"Umbulharjo, Yogyakarta",/properti/yogyakarta/hos17963776/,Umbulharjo,Yogyakarta
Dijual Murah Tanah Beserta Rumah Hook Area Selatan Pasar Cebongan,500000000.0,2.0,2.0,1.0,133.0,90.0,"Rumah, Dekat Pusat Perbelanjaan",Brigitta Yulia,2025-04-05 15:39:32.490368,"Mlati, Sleman",/properti/sleman/hos17980898/,Mlati,Sleman
Rumah Siap Huni Minimalis Modern Di Purwomartani Kalasan Sleman,575000000.0,2.0,1.0,2.0,90.0,50.0,"Rumah, Siap Huni, Dekat Sekolah, Dekat Fasilitas Kesehatan",Alfiansyah Denny Purwono,2025-04-10 15:39:32.490369,"Purwomartani , Sleman",/properti/sleman/hos17980837/,Purwomartani,Sleman
"Dijual Rumah Scandinavian 400 Jt an Promo Kpr 17 Jt All In, Selatan Umy",487000000.0,2.0,1.0,1.0,80.0,40.0,"Rumah, Dekat Akses Transportasi, Dekat Sekolah",Hatta (Adi Jaya Berlian Property),2025-04-05 15:39:32.490370,"Kasihan, Bantul",/properti/bantul/hos17980849/,Kasihan,Bantul
Rumah 2 Lantai Sorosutan Jogja Kota Umbulharjo Yogyakarta Shm,1980000000.0,6.0,3.0,1.0,265.0,300.0,"Rumah, Siap Huni, Dekat Sekolah, Dekat Fasilitas Kesehatan",Anindya Dewangga,2025-04-06 15:39:32.490371,"Umbulharjo, Yogyakarta",/properti/yogyakarta/hos17980733/,Umbulharjo,Yogyakarta
Rumah Baru Siap Huni di Jogja Barat Jl Godean Km 12,450000000.0,2.0,1.0,1.0,83.0,50.0,"Rumah, Siap Huni",Hanan,2025-04-05 15:39:32.490372,"Godean, Sleman",/properti/sleman/hos17980777/,Godean,Sleman
"Dijual Rumah Scandinavian 400 Jt an Promo 17 Jt All In, Dekat Umy",487000000.0,2.0,1.0,1.0,80.0,40.0,"Rumah, Dekat Akses Transportasi, Dekat Sekolah",Hatta (Adi Jaya Berlian Property),2025-04-05 15:39:32.490374,"Kasihan, Bantul",/properti/bantul/hos17980747/,Kasihan,Bantul
"Rumah Baru, Impian Keluarga Harga 450 Jt Di Barat Pasar Godean",450000000.0,2.0,1.0,1.0,83.0,50.0,"Rumah, Siap Huni, Dekat Akses Transportasi, Dekat Pusat Perbelanjaan",Augi,2025-04-05 15:39:32.490375,"Gamping, Sleman",/properti/sleman/hos17980743/,Gamping,Sleman
Dijual Rumah Mewah Full Furnished Jogjakarta Bantul,1850000000.0,4.0,2.0,1.0,111.0,178.0,"Rumah, Full Furnished, Dekat Pusat Perbelanjaan",Lia Imelda ERA iREA Solo Baru,2025-04-05 15:39:32.490378,"Banguntapan, Bantul",/properti/bantul/hos17980341/,Banguntapan,Bantul
Jual Rumah Sleman 6 Km Ke Malioboro + Taman Bermain Scandinavian,600000000.0,2.0,1.0,1.0,81.0,40.0,"Rumah, Dekat Sekolah, Dekat Fasilitas Kesehatan",DKirana Maison,2025-04-05 15:39:32.490379,"Gamping, Sleman",/properti/sleman/hos17980110/,Gamping,Sleman
Rumah di Jogja Senyaman Villa Ada Pos Security Dekat Pasar Gamping,614000000.0,2.0,1.0,1.0,77.0,40.0,"Rumah, Dekat Sekolah, Dekat Fasilitas Kesehatan",DKirana Maison,2025-04-05 15:39:32.490380,"Gamping, Sleman",/properti/sleman/hos17980103/,Gamping,Sleman
Jual Rumah Sleman Jalan Wates Km 6 One Gate System Villa Sejuk,610000000.0,2.0,1.0,1.0,89.0,40.0,"Rumah, Dekat Sekolah, Dekat Fasilitas Kesehatan",DKirana Maison,2025-04-05 15:39:32.490382,"Gamping, Sleman",/properti/sleman/hos17980100/,Gamping,Sleman
Rumah Murah Sleman Dalam Cluster Nuansa Villa Dekat Kampus Umy,571000000.0,2.0,1.0,1.0,79.0,40.0,"Rumah, Dekat Sekolah, Dekat Fasilitas Kesehatan",DKirana Maison,2025-04-05 15:39:32.490383,"Gamping, Sleman",/properti/sleman/hos17980098/,Gamping,Sleman
Jual Rumah Sleman Villa Sejuk Dekat Kampus Umy One Gate System,580000000.0,2.0,1.0,1.0,81.0,40.0,"Rumah, Dekat Sekolah, Dekat Fasilitas Kesehatan",DKirana Maison,2025-04-05 15:39:32.490384,"Gamping, Sleman",/properti/sleman/hos17980090/,Gamping,Sleman
Tinggal Balik Nama Rumah Modern Legalitas SHM Dekat Kampus Alma Ata,395000000.0,2.0,1.0,1.0,91.0,45.0,"Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah",Paul Borneo,2025-04-05 15:39:32.490385,"Kasihan, Bantul",/properti/bantul/hos17979851/,Kasihan,Bantul
Rumah Minimalis Di Pondok Permai Babarsari Lokasi Strategis Dekat Dengan Kampus Atmajaya Dan Upn,2200000000.0,3.0,2.0,1.0,130.0,125.0,"Rumah, Dekat Sekolah",Dwi Rahaju,2025-04-05 15:39:32.490387,"Depok, Sleman",/properti/sleman/hos17696662/,Depok,Sleman
RUMAH SIAP HUNI DALAM CLUSTER DEKAT BANDARA YIA YOGYAKRTA,450000000.0,2.0,1.0,0.0,74.0,36.0,"Rumah, Siap Huni, Dekat Akses Transportasi",SUNTORO HGCN,2025-04-05 15:39:32.490389,"Pengasih, Kulon Progo",/properti/kulon-progo/hos17979574/,Pengasih,Kulon Progo
RUMAH LUAS DENGAN KOLAM RENANG PRIBADI DI LOKASI STRATEGIS DEKAT KAMPUS LINGKUNGAN ELIT YOGYAKARTA. COCOK UNTUK KELUARGA BESAR ATAU DIJADIKAN GUEST HO,4500000000.0,5.0,4.0,0.0,304.0,258.0,"Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah",PETRUS (OFGW),2025-04-05 15:39:32.490390,"Mlati, Sleman",/properti/sleman/hos17979417/,Mlati,Sleman
RUMAH MEWAH DI TENGAH KOTA,6500000000.0,2.0,4.0,0.0,286.0,200.0,"Rumah, Dekat Sekolah, Dekat Fasilitas Kesehatan",HESTI (RZFY),2025-04-05 15:39:32.490392,"Gondokusuman, Yogyakarta",/properti/yogyakarta/hos17979402/,Gondokusuman,Yogyakarta
Rumah 2 Lantai Di Yogyakarta Dekat Ugm Dan Sekolah Al Azhar Cairo,1500000000.0,3.0,2.0,1.0,135.0,120.0,"Rumah, Dekat Sekolah",Nani Salani,2025-04-05 15:39:32.490393,"Sleman, Yogyakarta",/properti/yogyakarta/hos15954801/,Sleman,Yogyakarta
Rumah Baru Dijual Siap Huni Cck Untuk Keluarga Dekat Ke Terminal Giwangan Dan Kota Jogja,580000000.0,2.0,1.0,1.0,66.0,45.0,"Rumah, Siap Huni, Dekat Akses Transportasi",Nanang Ibrahim,2025-04-05 15:39:32.490394,"Kotagede, Yogyakarta",/properti/yogyakarta/hos17979287/,Kotagede,Yogyakarta
"Rumah 2 Lantai Dekat Jogya Ringroad Utara, Ikip Deresan, Jogya.",7900000000.0,5.0,4.0,2.0,805.0,610.0,"Rumah, Dekat Akses Transportasi",Rizal Alex,2025-04-05 15:39:32.490396,"Sleman, Yogyakarta",/properti/yogyakarta/hos16239130/,Sleman,Yogyakarta
rumah murah SLEMAN YOGYAKARTA,395000000.0,2.0,1.0,0.0,81.0,40.0,"Rumah, Dekat Sekolah",taufik hidayat,2025-04-05 15:39:32.490397,"Gamping, Sleman",/properti/sleman/hos8937292/,Gamping,Sleman
"Dijual Rumah Jl. Nusa Indah Sleman, Yogyakarta",3000000000.0,3.0,1.0,0.0,189.0,213.0,"Rumah, Siap Huni",JESHA Jesha,2025-04-05 15:39:32.490398,"Sleman, Sleman",/properti/sleman/hos17979157/,Sleman,Sleman
Rumah Full Furnished 20m Jl. Utama Selatan Umy Kasihan Bantul,900000000.0,3.0,3.0,1.0,117.0,110.0,"Rumah, Full Furnished, Bebas Banjir, Dekat Pusat Perbelanjaan",info rumah jogja kita,2025-04-06 15:39:32.490399,"Kasihan, Bantul",/properti/bantul/hos17979127/,Kasihan,Bantul
Rumah Bagus Baru Di Purwomartani Sleman,750000000.0,3.0,2.0,1.0,100.0,80.0,Rumah,yuga wahid sholikin,2025-04-05 15:39:32.490401,"Kalasan, Sleman",/properti/sleman/hos17979135/,Kalasan,Sleman
Rumah 2 Lantai Full Furnished Di Purwomartani 2 Lantai,1590000000.0,4.0,3.0,2.0,121.0,130.0,"Rumah, Full Furnished",yuga wahid sholikin,2025-04-05 15:39:32.490406,"Kalasan, Sleman",/properti/sleman/hos17979106/,Kalasan,Sleman
"Rumah Murah, Siap Huni, 8 Menit Ke Kampus Umy Di Kasihan, Bantul",517000000.0,2.0,1.0,1.0,81.0,50.0,"Rumah, Siap Huni, Dekat Sekolah",HAGI WASTU,2025-03-29 15:39:32.490408,"Kasihan, Bantul",/properti/bantul/hos17483914/,Kasihan,Bantul
Rumah 2 Lantai View Gunung Merapi Sejuk Asri Di Jogjakarta,9900000000.0,5.0,5.0,3.0,1234.0,410.0,"Rumah, Full Furnished, Dekat Pusat Perbelanjaan, Dekat Sekolah",Chris Cornelius,2025-03-29 15:39:32.490410,"Sleman, Yogyakarta",/properti/yogyakarta/hos17532588/,Sleman,Yogyakarta
Rumah Baru Jawa Klasik 2 Lantai Di Jogjakarta,4300000000.0,6.0,4.0,4.0,587.0,550.0,"Rumah, Full Furnished, Dekat Pusat Perbelanjaan, Dekat Sekolah",Chris Cornelius,2025-03-29 15:39:32.490411,"Sleman, Yogyakarta",/properti/yogyakarta/hos16353130/,Sleman,Yogyakarta
RUMAH MEWAH DEKAT MALIOBORO DAERAH BUGISAN,4500000000.0,5.0,4.0,8.0,535.0,430.0,"Rumah, Dekat Sekolah, Dekat Fasilitas Kesehatan",Uut Benka Property Yogya,2025-03-29 15:39:32.490414,"Wirobrajan, Yogyakarta",/properti/yogyakarta/hos14032558/,Wirobrajan,Yogyakarta
Rumah Cantik Mewah Di Godean Sleman Jogja,1600000000.0,3.0,3.0,2.0,103.0,120.0,"Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah",Lisa Wastu,2025-03-29 15:39:32.490415,"Godean, Sleman",/properti/sleman/hos17930956/,Godean,Sleman
Rumah Mewah Harga Murah Di Godean Sleman,1600000000.0,3.0,3.0,2.0,103.0,120.0,"Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah",Lisa Wastu,2025-03-29 15:39:32.490416,"Godean, Sleman",/properti/sleman/hos17930949/,Godean,Sleman
Rumah Paling Murah Dp 5% Gratis Biaya Kpr Di Sedayu,210000000.0,2.0,1.0,1.0,60.0,30.0,"Rumah, Dekat Sekolah",Lisa Wastu,2025-03-29 15:39:32.490418,"Sedayu, Bantul",/properti/bantul/hos17930947/,Sedayu,Bantul
Rumah Murah Tanpa Bayar Biaya Apapun Di Sedayu,210000000.0,2.0,1.0,1.0,60.0,30.0,"Rumah, Dekat Sekolah",Lisa Wastu,2025-03-29 15:39:32.490419,"Sedayu, Bantul",/properti/bantul/hos17930937/,Sedayu,Bantul
Rumah Paling Murah 299jt Sudah Shm Di Seyegan,299000000.0,2.0,1.0,1.0,60.0,30.0,"Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah, Dekat Fasilitas Kesehatan",Lisa Wastu,2025-03-29 15:39:32.490420,"Seyegan, Sleman",/properti/sleman/hos17930933/,Seyegan,Sleman
Rumah Murah Tepi Jalan Raya Seyegan Fasilitas Mesjid,299000000.0,2.0,1.0,1.0,60.0,30.0,"Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah, Dekat Fasilitas Kesehatan",Lisa Wastu,2025-03-29 15:39:32.490421,"Seyegan, Sleman",/properti/sleman/hos17930928/,Seyegan,Sleman
Rumah 2 Lantai Siap Huni Dijual Di Ngemplak Jogja,1100000000.0,4.0,3.0,2.0,120.0,130.0,"Rumah, Siap Huni, Dekat Sekolah, Dekat Tempat Wisata",Lisa Wastu,2025-03-29 15:39:32.490423,"Ngemplak, Sleman",/properti/sleman/hos17930920/,Ngemplak,Sleman
Rumah Murah Siap Huni Dekat Pasar Jangkang,1100000000.0,4.0,3.0,2.0,120.0,130.0,"Rumah, Siap Huni, Dekat Sekolah, Dekat Tempat Wisata",Lisa Wastu,2025-03-29 15:39:32.490424,"Ngemplak, Sleman",/properti/sleman/hos17930918/,Ngemplak,Sleman
Rumah Siap Huni Dekat Candi Sambisari Di Kalasan,725000000.0,2.0,1.0,1.0,140.0,100.0,"Rumah, Siap Huni, Dekat Akses Transportasi, Dekat Pusat Perbelanjaan",Lisa Wastu,2025-03-29 15:39:32.490425,"Kalasan, Sleman",/properti/sleman/hos17930915/,Kalasan,Sleman
Rumah Siap Huni Dekat Candi Sambisari Yogyakarta,725000000.0,4.0,2.0,1.0,140.0,100.0,"Rumah, Siap Huni, Dekat Akses Transportasi, Dekat Pusat Perbelanjaan",Lisa Wastu,2025-03-29 15:39:32.490427,"Kalasan, Sleman",/properti/sleman/hos17930911/,Kalasan,Sleman
