title,price,bedroom,bathroom,carport,LT,LB,badges,agent,updated,location,link,kecamatan,kabupaten_kota
Murah Banget! Rumah Cantik Minimalis Imut Fully Furnished Di Dalam Perumahan Griya Wirokerten Pratama Dekat Giwangan,435000000.0,2.0,1.0,1.0,75.0,55.0,"Rumah, Premier, Full Furnished, Dekat Sekolah, Dekat Fasilitas Kesehatan",Ayanti Sahabat Properti Jogja,2025-04-08 15:39:32.484726,"Banguntapan, Bantul",/properti/bantul/hos17977791/,Banguntapan,Bantul
Rumah Imut Cantik Minimalis Harga Ekonomis Di Dalam Perumahan Gta Banguntapan Bantul Dekat Dm Swalayan,375000000.0,2.0,1.0,1.0,59.0,40.0,"Rumah, Premier, Dekat Sekolah",Ayanti Sahabat Properti Jogja,2025-04-05 15:39:32.484768,"Banguntapan, Bantul",/properti/bantul/hos16402259/,Banguntapan,Bantul
Murah Banget ! Rumah Cantik Minimalis Imut Harga Super Ekonomis Dalam Perumahan Di Tamanan Banguntapan Bantul Dekat Giwangan,450000000.0,2.0,1.0,1.0,60.0,45.0,"Rumah, Premier",Ayanti Sahabat Properti Jogja,2025-04-08 15:39:32.484837,"Banguntapan, Bantul",/properti/bantul/hos18057728/,Banguntapan,Bantul
Rumah Cantik Model Scandinavian,550000000.0,3.0,2.0,1.0,70.0,50.0,"Rumah, Premier",Zakia Netra Kencana,2025-04-07 15:39:32.484866,"Banguntapan, Bantul",/properti/bantul/hos17942789/,Banguntapan,Bantul
"Rumah Dalam Perumahan Fasco Village Di Selatan Kasongan, Bantul, Jogja",475000000.0,2.0,1.0,1.0,80.0,45.0,"Rumah, Premier, Siap Huni, Dekat Pusat Perbelanjaan",Yetti indiawati,2025-04-06 15:39:32.484883,"Bantul, Bantul",/properti/bantul/hos17936273/,Bantul,Bantul
Murah Banget! Rumah Baru Cantik Desaign Scandinavian Modern Harga Murah Di Tamanan Banguntapan Bantul Dekat Giwangan,450000000.0,2.0,1.0,1.0,62.0,45.0,"Rumah, Premier",Ayanti Sahabat Properti Jogja,2025-04-05 15:39:32.484895,"Banguntapan, Bantul",/properti/bantul/hos17920801/,Banguntapan,Bantul
Rumah Cantik Murah Full Furnish Banguntapan,480000000.0,2.0,1.0,2.0,85.0,55.0,"Rumah, Featured, Full Furnished, Dekat Fasilitas Kesehatan",Wisnu Kawiryan,2025-04-05 15:39:32.484990,"Banguntapan, Bantul",/properti/bantul/hos17990717/,Banguntapan,Bantul
Rumah Jogja Modern Murah Berkualitas Cuma 300 Jutaan,345000000.0,2.0,1.0,1.0,72.0,36.0,"Rumah, Dekat Akses Transportasi, Dekat Sekolah, Dekat Fasilitas Kesehatan",MUKHMAMMAD FAIZIN,2025-04-11 15:39:32.485109,"Sedayu, Bantul",/properti/bantul/hos17343431/,Sedayu,Bantul
Rumah Murah 300 jutaan bergaya jepang lingkungan asri di Jogja,345000000.0,2.0,1.0,1.0,80.0,36.0,"Rumah, Dekat Akses Transportasi, Dekat Sekolah, Dekat Fasilitas Kesehatan",MUKHMAMMAD FAIZIN,2025-04-11 15:39:32.485116,"Sedayu, Bantul",/properti/bantul/hos17086781/,Sedayu,Bantul
Rumah 300 jutaan Jogja Ada CCTV Smart Door Lock Kanopi,345000000.0,2.0,1.0,1.0,72.0,36.0,"Rumah, Dekat Akses Transportasi, Dekat Sekolah, Dekat Fasilitas Kesehatan",MUKHMAMMAD FAIZIN,2025-04-11 15:39:32.485120,"Sedayu, Bantul",/properti/bantul/hos17650734/,Sedayu,Bantul
Rumah Klasik Modern Bisa Kpr Dekat Jalan Wates Km 12,520000000.0,2.0,1.0,1.0,72.0,48.0,"Rumah, Dekat Akses Transportasi, Dekat Sekolah, Dekat Fasilitas Kesehatan",HAGI WASTU,2025-04-11 15:39:32.485139,"Sedayu, Bantul",/properti/bantul/hos16336041/,Sedayu,Bantul
Rumah Siap Huni Paling Murah di Kotagede,1270000000.0,3.0,2.0,2.0,91.0,100.0,"Rumah, Siap Huni, Bebas Banjir, Dekat Akses Transportasi",HAGI WASTU,2025-04-11 15:39:32.485153,"Banguntapan, Bantul",/properti/bantul/hos17018255/,Banguntapan,Bantul
RUMAH MURAH DEKAT ALMA ATA DI KASIHAN BANTUL,395000000.0,2.0,1.0,1.0,85.0,36.0,"Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah, Dekat Fasilitas Kesehatan",HAGI WASTU,2025-04-11 15:39:32.485187,"Kasihan, Bantul",/properti/bantul/hos17848827/,Kasihan,Bantul
"Rumah Murah, Dengan Furnished Di Banguntapan, Bantul",435000000.0,2.0,1.0,1.0,75.0,55.0,"Rumah, Full Furnished, Siap Huni, Dekat Akses Transportasi",HAGI WASTU,2025-04-09 15:39:32.485244,"Banguntapan, Bantul",/properti/bantul/hos17449132/,Banguntapan,Bantul
RUMAH MURAH SIAP HUNI DEKAT UNIVERSITAS MERCU BUANA BANTUL,430000000.0,2.0,1.0,1.0,81.0,36.0,"Rumah, Siap Huni, Dekat Sekolah",HAGI WASTU,2025-04-09 15:39:32.485299,"Sedayu, Bantul",/properti/bantul/hos17793981/,Sedayu,Bantul
Cluster 10menit Terminal Giwangan Bisa Kredit Tanpa BI Cek,455000000.0,2.0,1.0,1.0,75.0,40.0,"Rumah, Dekat Akses Transportasi, Dekat Pusat Perbelanjaan, Dekat Sekolah",rumah jogja 24,2025-04-09 15:39:32.485336,"Banguntapan, Bantul",/properti/bantul/hos16806631/,Banguntapan,Bantul
Rumah Baru Perumahan One Gate Sistem 400jtan selatan giwangan,475000000.0,2.0,1.0,1.0,77.0,50.0,"Rumah, Siap Huni, Dekat Akses Transportasi, Dekat Sekolah",rumah jogja 24,2025-04-09 15:39:32.485339,"Banguntapan, Bantul",/properti/bantul/hos17022068/,Banguntapan,Bantul
Rumah Dekat Kota Bantul di Sumberagung Jetis Bantul Proses Bangun,399000000.0,2.0,1.0,1.0,73.0,42.0,"Rumah, Dekat Sekolah",Hamdan Nugroho,2025-04-08 15:39:32.485366,"Jetis, Bantul",/properti/bantul/hos17489813/,Jetis,Bantul
Rumah dekat Kampus UMY di Pendowoharjo Sewon Bantul Proses Bangun,750000000.0,3.0,2.0,2.0,81.0,65.0,"Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah",hamdan nugroho,2025-04-08 15:39:32.485375,"Sewon, Bantul",/properti/bantul/hos17862367/,Sewon,Bantul
Rumah Siap Huni Dekat Komplek Bupati Bantul di Ringinharjo Bantul Kota,410000000.0,2.0,1.0,1.0,80.0,42.0,"Rumah, Siap Huni, Dekat Sekolah, Dekat Fasilitas Kesehatan",Hamdan Nugroho,2025-04-07 15:39:32.485436,"Bantul, Bantul",/properti/bantul/hos15408332/,Bantul,Bantul
Rumah dekat Kampus UMY di Ngentak Bangunjiwo Proses Bangun,495000000.0,2.0,1.0,1.0,79.0,45.0,"Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah",hamdan nugroho,2025-04-07 15:39:32.485439,"Kasihan, Bantul",/properti/bantul/hos17832220/,Kasihan,Bantul
RUMAH SIAP HUNI MURAH DIJUAL DI SEDAYU BANTUL,430000000.0,2.0,1.0,1.0,81.0,36.0,"Rumah, Siap Huni, Dekat Sekolah",HAGI WASTU,2025-04-06 15:39:32.485459,"Sedayu, Bantul",/properti/bantul/hos17835168/,Sedayu,Bantul
Rumah Murah Di Sewon Bantul Dekat Stadion Sultan Agung,495000000.0,2.0,1.0,1.0,87.0,45.0,"Rumah, Siap Huni, Dekat Akses Transportasi, Dekat Sekolah",HAGI WASTU,2025-04-06 15:39:32.485480,"Sewon, Bantul",/properti/bantul/hos18035676/,Sewon,Bantul
Rumah Mewah Dekat Kampus Uad di Ngipik Banguntapan Siap Huni,1290000000.0,4.0,3.0,1.0,99.0,105.0,"Rumah, Siap Huni, Dekat Sekolah",Hamdan Nugroho,2025-04-06 15:39:32.485530,"Banguntapan, Bantul",/properti/bantul/hos17130561/,Banguntapan,Bantul
Rumah Dekat Kantor Bupati di Ringinharjo Bantul Kota Siap Huni,410000000.0,2.0,1.0,1.0,80.0,42.0,"Rumah, Siap Huni, Dekat Sekolah, Dekat Fasilitas Kesehatan",hamdan nugroho,2025-04-06 15:39:32.485536,"Bantul, Bantul",/properti/bantul/hos15406223/,Bantul,Bantul
"Rumah Murah, Full Furnished Dalam Perumahan Di Banguntapan",430000000.0,2.0,1.0,1.0,75.0,55.0,"Rumah, Full Furnished, Siap Huni, Dekat Akses Transportasi",HAGI WASTU,2025-04-06 15:39:32.485566,"Banguntapan, Bantul",/properti/bantul/hos17234462/,Banguntapan,Bantul
Cluster One Gate Cantik Nan Murah Di Bangunjiwo Bantul,425000000.0,2.0,2.0,1.0,107.0,55.0,"Rumah, Siap Huni, Dekat Pusat Perbelanjaan, Dekat Sekolah",HAGI WASTU,2025-04-06 15:39:32.485567,"Kasihan, Bantul",/properti/bantul/hos16739497/,Kasihan,Bantul
Rumah Dalam Perumahan Glagah Tamanan Jl Imogiri Timur,420000000.0,2.0,1.0,1.0,59.0,40.0,"Rumah, Dekat Sekolah",elin nur Merdiasari,2025-04-05 15:39:32.485587,"Banguntapan, Bantul",/properti/bantul/hos18023294/,Banguntapan,Bantul
Rumah dekat Kampus UMY di Ngentak Bangunjiwo Kasihan Bantul Proses Bangun,495000000.0,2.0,1.0,1.0,79.0,45.0,"Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah",Hamdan Nugroho,2025-04-05 15:39:32.485625,"Kasihan, Bantul",/properti/bantul/hos17832502/,Kasihan,Bantul
Rumah Siap Huni Dekat Kampus Umy Dalam Minicluster Banaran Bangunjiwo,475000000.0,2.0,1.0,1.0,77.0,45.0,"Rumah, Siap Huni, Dekat Sekolah",Hamdan Nugroho,2025-04-05 15:39:32.485626,"Kasihan, Bantul",/properti/bantul/hos17933268/,Kasihan,Bantul
Murah Banget murah Banget murah Banget rumah Baru Cantik - Harga Murah Banget Desaign Scandinavian Modern Dalam Perumahan Di Tamanan Banguntapan Dekat,450000000.0,2.0,1.0,1.0,62.0,45.0,Rumah,Muhlisin panoramicland,2025-04-05 15:39:32.485653,"Banguntapan, Bantul",/properti/bantul/hos17912070/,Banguntapan,Bantul
Dijual Rumah Siap Huni Bangunan Baru Sudah SHM,495000000.0,2.0,1.0,1.0,84.0,45.0,"Rumah, Siap Huni, Dekat Sekolah",Mey Wastu,2025-04-06 15:39:32.485753,"Sedayu, Bantul",/properti/bantul/hos18056246/,Sedayu,Bantul
Rumah Murah Siap Huni Dekat Jl Raya Wates,495000000.0,2.0,1.0,1.0,84.0,45.0,"Rumah, Siap Huni, Dekat Sekolah",Mey Wastu,2025-04-05 15:39:32.485754,"Sedayu, Bantul",/properti/bantul/hos18056229/,Sedayu,Bantul
Rumah Murah Siap Huni 11 Menit Ke Universitas Muhamadiyah Jogja,425000000.0,2.0,2.0,0.0,107.0,55.0,"Rumah, Siap Huni, Dekat Pusat Perbelanjaan, Dekat Sekolah",Anas Wastu,2025-04-05 15:39:32.485761,"Kasihan, Bantul",/properti/bantul/hos18056148/,Kasihan,Bantul
"Rumah Modern 2 Lt Di Banguntapan, 5 Menit Ke Sman 5 Yogyakarta",1270000000.0,3.0,2.0,1.0,91.0,100.0,"Rumah, Dekat Akses Transportasi, Dekat Pusat Perbelanjaan, Dekat Fasilitas Kesehatan",Ruth Wastu,2025-04-05 15:39:32.485799,"Banguntapan, Bantul",/properti/bantul/hos18054429/,Banguntapan,Bantul
"Dijual Rumah Cantik Tanah Luas Dekat Jl Raya Wates, Harga 400JT An",495000000.0,2.0,1.0,1.0,84.0,45.0,"Rumah, Dekat Sekolah",Kaleb Wastu,2025-04-05 15:39:32.485801,"Sedayu, Bantul",/properti/bantul/hos18054365/,Sedayu,Bantul
Rumah Nyaman Siap Huni Di Dekat Kampus Umy Bangunjiwo,425000000.0,2.0,1.0,1.0,107.0,55.0,"Rumah, Siap Huni, Dekat Pusat Perbelanjaan, Dekat Sekolah",Riski Wastu,2025-04-05 15:39:32.485822,"Kasihan, Bantul",/properti/bantul/hos18053706/,Kasihan,Bantul
"Rumah Dijual Bangunjiwo, Dekat Kampus Umy, Murah",425000000.0,2.0,1.0,1.0,107.0,55.0,"Rumah, Bebas Banjir, Dekat Sekolah",Kaleb Wastu,2025-04-05 15:39:32.485854,"Kasihan, Bantul",/properti/bantul/hos18051838/,Kasihan,Bantul
Cocok Untuk Keluarga Muda Rumah Modern Legalitas SHM,450000000.0,2.0,1.0,1.0,90.0,45.0,"Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah",Paul Borneo,2025-04-05 15:39:32.485899,"Kasihan, Bantul",/properti/bantul/hos18050820/,Kasihan,Bantul
DIJUAL RUMAH BARU DI TAMANAN HARGA RENDAH,535000000.0,3.0,2.0,0.0,80.0,58.0,"Rumah, Dekat Sekolah",Diah Lestari N / Ellen,2025-04-05 15:39:32.485907,"Banguntapan, Bantul",/properti/bantul/hos17981626/,Banguntapan,Bantul
"Rumah Murah, Dalam Perumahan Di Wirokerten, Banguntapan",435000000.0,2.0,1.0,1.0,75.0,55.0,"Rumah, Siap Huni, Dekat Akses Transportasi, Dekat Sekolah",Erfin Wastu,2025-04-05 15:39:32.486040,"Banguntapan, Bantul",/properti/bantul/hos18049627/,Banguntapan,Bantul
"Rumah 2 Lantai Di Banguntapan, 5 Menit Ke Sman 5 Yogyakarta",1270000000.0,3.0,2.0,0.0,91.0,100.0,"Rumah, Bebas Banjir, Dekat Akses Transportasi, Dekat Pusat Perbelanjaan",Riana Wastu,2025-04-05 15:39:32.486151,"Banguntapan, Bantul",/properti/bantul/hos18042090/,Banguntapan,Bantul
"Rumah Dijual, 400 Jutaan, Dekat Alun Alun Paseban Bantul",410000000.0,2.0,1.0,1.0,80.0,42.0,"Rumah, Siap Huni, Dekat Sekolah, Dekat Fasilitas Kesehatan",Bintang Octaviano Wastu,2025-04-05 15:39:32.486358,"Bantul, Bantul",/properti/bantul/hos18040797/,Bantul,Bantul
Rumah Bangunan Baru Sudah Siap Huni Dekat Jalan Raya Wates,495000000.0,2.0,1.0,1.0,84.0,45.0,"Rumah, Siap Huni, Dekat Sekolah",Mey Wastu,2025-04-05 15:39:32.486396,"Sedayu, Bantul",/properti/bantul/hos18040088/,Sedayu,Bantul
"Rumah Murah Siap Huni Paling Laris Di Sedayu, Bantul",495000000.0,2.0,1.0,1.0,84.0,45.0,"Rumah, Siap Huni, Dekat Sekolah",Mey Wastu,2025-04-05 15:39:32.486398,"Sedayu, Bantul",/properti/bantul/hos18040040/,Sedayu,Bantul
Rumah Baru 400 Jutaan Dekat Dengan Kampus Umy,495000000.0,2.0,1.0,1.0,84.0,45.0,"Rumah, Dekat Sekolah",Nando Wastu,2025-04-05 15:39:32.486455,"Sedayu, Bantul",/properti/bantul/hos18036738/,Sedayu,Bantul
Hunian Modern Legalitas SHM 10 Menit Dari Pku Gamping,450000000.0,2.0,1.0,1.0,91.0,45.0,"Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah",Paul Borneo,2025-04-05 15:39:32.486464,"Kasihan, Bantul",/properti/bantul/hos18036462/,Kasihan,Bantul
Rumah Baru Konsep Modern Minimalis Bantul Kota,399000000.0,2.0,1.0,1.0,85.0,36.0,"Rumah, Siap Huni, Dekat Sekolah, Dekat Fasilitas Kesehatan",PT SARASWANTI HASIL MAKMUR,2025-04-05 15:39:32.486466,"Bantul, Bantul",/properti/bantul/hos18036448/,Bantul,Bantul
Kpr Ready Hunian Modern Unfurnish 1km Dari Padma Residence,391000000.0,2.0,1.0,1.0,45.0,90.0,"Rumah, Siap Huni, Dekat Sekolah",Paul Borneo,2025-04-05 15:39:32.486467,"Kasihan, Bantul",/properti/bantul/hos18036413/,Kasihan,Bantul
Rumah Mewah Modern Dalam Perumahan Akses Jalan Mudah,389000000.0,2.0,1.0,1.0,45.0,90.0,"Rumah, Dekat Sekolah, Dekat Fasilitas Kesehatan",Paul Borneo,2025-04-05 15:39:32.486469,"Kasihan, Bantul",/properti/bantul/hos18036356/,Kasihan,Bantul
Rumah Siap Huni Murah Di Sewon Bantul Yogyakarta,495000000.0,2.0,1.0,1.0,85.0,45.0,"Rumah, Siap Huni, Dekat Sekolah, Dekat Fasilitas Kesehatan",Lisa Wastu,2025-03-29 15:39:32.486494,"Bantul, Bantul",/properti/bantul/hos17969098/,Bantul,Bantul
Rumah Siap Huni Murah Di Sewon Bantul Jogja,495000000.0,2.0,1.0,1.0,85.0,45.0,"Rumah, Siap Huni, Dekat Sekolah, Dekat Fasilitas Kesehatan",Lisa Wastu,2025-03-29 15:39:32.486496,"Sewon, Bantul",/properti/bantul/hos17969094/,Sewon,Bantul
"Dijual Rumah Mewah Siap Huni Paling Murah Di Kotagede, Jogja",1270000000.0,3.0,2.0,1.0,91.0,100.0,"Rumah, Siap Huni, Bebas Banjir, Dekat Akses Transportasi",Missa Wastu,2025-03-29 15:39:32.486520,"Banguntapan, Bantul",/properti/bantul/hos17969003/,Banguntapan,Bantul
"Rumah Murah Di Kasihan Bantul, Harga 500 Jutaan Dekat Kampus Umy",517000000.0,2.0,1.0,1.0,81.0,50.0,"Rumah, Siap Huni, Dekat Sekolah",Missa Wastu,2025-03-29 15:39:32.486527,"Kasihan, Bantul",/properti/bantul/hos17968992/,Kasihan,Bantul
Rumah Bagus Dekat Alfamart Di Jl. Bibis 9 Menit Kampus Umy,507000000.0,2.0,1.0,1.0,81.0,50.0,"Rumah, Siap Huni, Bebas Banjir, Dekat Pusat Perbelanjaan",info rumah jogja kita,2025-03-29 15:39:32.486605,"Kasihan, Bantul",/properti/bantul/hos17605642/,Kasihan,Bantul
RUMAH BARU CANTIK LIMASAN HARGA MURAH DI JALAN WATES KM 9.5 SEDAYU DEKAT PERTAMINA REWULU,425000000.0,2.0,1.0,1.0,88.0,50.0,"Rumah, Dekat Sekolah",Elsa property,2025-03-29 15:39:32.486657,"Sedayu, Bantul",/properti/bantul/hos17943945/,Sedayu,Bantul
MURAH BANGET! RUMAH CANTIK MINIMALIS MANIS DI JALAN WATES KM 10 SEDAYU DEKAT KAMPUS UMB,475000000.0,2.0,1.0,1.0,104.0,50.0,"Rumah, Dekat Sekolah",Elsa property,2025-03-29 15:39:32.486669,"Sedayu, Bantul",/properti/bantul/hos17943956/,Sedayu,Bantul
RUMAH CANTIK SEPERTI 2 LANTAI - FULLY FURNISHED DALAM PERUMAHAN SINAR BERLIAN SEDAYU JALAN WATES KM 9 SEDAYU,495000000.0,2.0,1.0,1.0,75.0,51.0,"Rumah, Full Furnished, Dekat Sekolah",Elsa property,2025-03-29 15:39:32.486672,"Sedayu, Bantul",/properti/bantul/hos17943964/,Sedayu,Bantul
RUMAH CANTIK MINIMALIS - HARGA SUPER EKONOMIS BANGUNAN BERKUALITAS DI WIROKERTEN DEKAT TERMINAL GIWANGAN,485000000.0,2.0,1.0,1.0,83.0,55.0,"Rumah, Dekat Akses Transportasi, Dekat Fasilitas Kesehatan",Elsa property,2025-03-29 15:39:32.486687,"Banguntapan, Bantul",/properti/bantul/hos17943973/,Banguntapan,Bantul
RUMAH CANTIK SEPERTI 2 LANTAI - FULLY FURNISHED DALAM PERUMAHAN SINAR BERLIAN SEDAYU JALAN WATES KM 9 SEDAYU DEKAT PERTAMINA REWULU,495000000.0,2.0,1.0,1.0,75.0,51.0,"Rumah, Full Furnished, Dekat Sekolah",Elsa property,2025-03-29 15:39:32.486712,"Sedayu, Bantul",/properti/bantul/hos17943995/,Sedayu,Bantul
RUMAH CANTIK MINIMALIS BERKUALITAS di PERUMAHAN MUTIARA SEWON JALAN IMOGIRI BARAT,495000000.0,2.0,1.0,1.0,85.0,50.0,"Rumah, Siap Huni",Elsa property,2025-03-29 15:39:32.486738,"Sewon, Bantul",/properti/bantul/hos17944016/,Sewon,Bantul
SIAP HUNI HOOK...! RUMAH CANTIK MEWAH - HARGA MURAH di MUTIARA SEWON 2 JALAN IMOGIRI BARAT KM 7 SEWON BANTUL,495000000.0,2.0,1.0,1.0,85.0,50.0,"Rumah, Siap Huni",Elsa property,2025-03-29 15:39:32.486739,"Sewon, Bantul",/properti/bantul/hos17944015/,Sewon,Bantul
RUMAH BARU SIAP HUNI MINIMALIS - HARGA EKONOMIS BERKUALITAS DALAM PERUMAHAN MUTIARA SEWON 2 JALAN IMOGIRI BARAT KM 7 SEWON BANTUL,495000000.0,2.0,1.0,1.0,85.0,50.0,"Rumah, Siap Huni, Dekat Sekolah, Dekat Tempat Ibadah",Elsa property,2025-03-29 15:39:32.486746,"Sewon, Bantul",/properti/bantul/hos17944018/,Sewon,Bantul
Rumah Baru Siap Huni Di Sewon Bantul Dekat Kampus Isi,495000000.0,2.0,1.0,1.0,87.0,45.0,"Rumah, Siap Huni, Dekat Akses Transportasi, Dekat Sekolah",Anas Wastu,2025-03-29 15:39:32.486765,"Sewon, Bantul",/properti/bantul/hos17966952/,Sewon,Bantul
Rumah Baru Dengan Konsep Modern Minimalis,396000000.0,2.0,1.0,1.0,84.0,36.0,"Rumah, Siap Huni, Dekat Sekolah, Dekat Fasilitas Kesehatan",PT SARASWANTI HASIL MAKMUR,2025-03-29 15:39:32.486802,"Bantul, Bantul",/properti/bantul/hos17966010/,Bantul,Bantul
Rumah Minimalis 400 Jutaan Lokasi 5 Menit Dari Polsek Sedayu,414000000.0,2.0,1.0,1.0,90.0,36.0,"Rumah, Dekat Sekolah, Dekat Fasilitas Kesehatan",Rozaq Wastu,2025-03-29 15:39:32.486849,"Sedayu, Bantul",/properti/bantul/hos17965069/,Sedayu,Bantul
Rumah di Pleret dekat Kampus UAD,407000000.0,2.0,1.0,0.0,80.0,45.0,"Rumah, Dekat Sekolah",hamdan nugroho,2025-03-29 15:39:32.486949,"Jetis, Bantul",/properti/bantul/hos7953346/,Jetis,Bantul
Murah Banget! Rumah Cantik Minimalsi Imut - Harga Super Ekonomis Dalam Perumahan Di Tamanan Banguntapan Dekat Giwangan,450000000.0,2.0,1.0,1.0,60.0,45.0,Rumah,Zakia Netra Kencana,2025-03-29 15:39:32.486963,"Banguntapan, Bantul",/properti/bantul/hos17943166/,Banguntapan,Bantul
Rumah Baru Murah Dekat Kampus Umy Di Kasihan Bantul Jogja,395000000.0,2.0,1.0,1.0,85.0,36.0,"Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah, Dekat Fasilitas Kesehatan",HAGI WASTU,2025-03-29 15:39:32.486990,"Kasihan, Bantul",/properti/bantul/hos17961099/,Kasihan,Bantul
"Cluster Nyaman Dan Tenang Harga Terjangkau, Akses Mudah",385000000.0,2.0,1.0,1.0,45.0,90.0,"Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah",Paul Borneo,2025-03-29 15:39:32.486998,"Kasihan, Bantul",/properti/bantul/hos17960826/,Kasihan,Bantul
Rumah Modern Minimalis Legalitas SHM Dekat Ringroad Umy,450000000.0,2.0,1.0,1.0,91.0,45.0,"Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah",Paul Borneo,2025-03-29 15:39:32.487007,"Kasihan, Bantul",/properti/bantul/hos17960569/,Kasihan,Bantul
Rumah Idaman 2LT Di Dekat Giwangan Kawasan Kota,1270000000.0,3.0,2.0,2.0,91.0,100.0,"Rumah, Siap Huni, Dekat Akses Transportasi, Dekat Sekolah",Aulia Wastu,2025-03-22 15:39:32.487091,"Banguntapan, Bantul",/properti/bantul/hos17915147/,Banguntapan,Bantul
RUMAH BANGUNAN MINIMALIS MODERN TERMURAH HANYA 400JT AN,495000000.0,2.0,1.0,1.0,84.0,45.0,"Rumah, Siap Huni, Dekat Sekolah",Mey Wastu,2025-03-15 15:39:32.487231,"Sedayu, Bantul",/properti/bantul/hos17857504/,Sedayu,Bantul
DIJUAL RUMAH CANTIK DAN TERMURAH LOKASI STRATEGIS DARI JALAN RAYA WATES,495000000.0,2.0,1.0,1.0,84.0,45.0,"Rumah, Siap Huni, Dekat Sekolah",Mey Wastu,2025-03-15 15:39:32.487232,"Sedayu, Bantul",/properti/bantul/hos17857450/,Sedayu,Bantul
"Rumah Minimalis Masa Kini, Dekat Kampus UMY",425000000.0,2.0,1.0,1.0,107.0,55.0,"Rumah, Dekat Pusat Perbelanjaan, Dekat Sekolah",Salva Wastu,2025-03-15 15:39:32.487266,"Kasihan, Bantul",/properti/bantul/hos17853773/,Kasihan,Bantul
Rumah Baru Konsep Modern Dan Minimalis Di Kota Bantul,408000000.0,2.0,1.0,1.0,88.0,36.0,"Rumah, Siap Huni, Dekat Sekolah, Dekat Fasilitas Kesehatan",PT SARASWANTI HASIL MAKMUR,2025-03-15 15:39:32.487304,"Bantul, Bantul",/properti/bantul/hos17853159/,Bantul,Bantul
RUMAH MURAH SMARTHOME SYSTEM DI SEDAYU DEKAT JL WATES KM 12,553000000.0,3.0,2.0,1.0,72.0,48.0,"Rumah, Dekat Sekolah",Bintang Octaviano Wastu,2025-03-15 15:39:32.487393,"Sedayu, Bantul",/properti/bantul/hos17849457/,Sedayu,Bantul
"DIJUAL RUMAH Di Dalam Perumahan Green Mutiara Java Regency, Pajangan, Bantul",340000000.0,2.0,1.0,1.0,81.0,36.0,Rumah,PC LJ Hooker,2025-03-15 15:39:32.487413,"Pajangan, Bantul",/properti/bantul/hos17669684/,Pajangan,Bantul
Rumah Baru 2 Lantai Dekat Kampus Ternama,1100000000.0,3.0,2.0,1.0,100.0,88.0,"Rumah, Dekat Sekolah, Dekat Fasilitas Kesehatan",Permata Bangunjiwo Regency,2025-03-15 15:39:32.487421,"Kasihan, Bantul",/properti/bantul/hos17843174/,Kasihan,Bantul
Rumah Baru Modern Minimalis di Kota Bantul,499000000.0,2.0,1.0,1.0,94.0,46.0,"Rumah, Siap Huni, Dekat Sekolah, Dekat Fasilitas Kesehatan",PT SARASWANTI HASIL MAKMUR,2025-03-13 15:39:32.487527,"Bantul, Bantul",/properti/bantul/hos17794744/,Bantul,Bantul
Rumah Full Furnished di Perum Jambidan Banguntapan Bantul,550000000.0,2.0,1.0,2.0,85.0,55.0,"Rumah, Full Furnished, Dekat Sekolah, Dekat Fasilitas Kesehatan",M Mirza Al Irsyad Sei Irsyad Sei,2025-03-13 15:39:32.487629,"Banguntapan, Bantul",/properti/bantul/hos17738748/,Banguntapan,Bantul
Rumah Baru Modern Minimalis di Bantul Kota,490000000.0,2.0,1.0,1.0,91.0,46.0,"Rumah, Siap Huni, Dekat Sekolah, Dekat Fasilitas Kesehatan",PT SARASWANTI HASIL MAKMUR,2025-03-13 15:39:32.487659,"Bantul, Bantul",/properti/bantul/hos17736270/,Bantul,Bantul
Rumah Modern Minimalis Dekat Kampus UMY Yogyakarta,550000000.0,2.0,1.0,1.0,85.0,48.0,"Rumah, Dekat Sekolah, Dekat Fasilitas Kesehatan",MUKHMAMMAD FAIZIN,2025-03-13 15:39:32.487679,"Sedayu, Bantul",/properti/bantul/hos16711039/,Sedayu,Bantul
Rumah 2 Lantai Baru di Bangunjiwo yang Nyaman,1000000000.0,3.0,2.0,1.0,100.0,88.0,Rumah,Permata Bangunjiwo Regency,2025-03-13 15:39:32.487693,"Kasihan, Bantul",/properti/bantul/hos17733507/,Kasihan,Bantul
RUMAH PALING MURAH PROMO FREE SEMUA BIAYA DAN FURNISH DI SEDAYU,399000000.0,2.0,1.0,1.0,85.0,36.0,"Rumah, Full Furnished, Dekat Sekolah",Lisa Wastu,2025-03-29 15:39:32.487744,"Sedayu, Bantul",/properti/bantul/hos17683717/,Sedayu,Bantul
Rumah Murah Dalam Perumahan di Dekat Jln Imogiri Timur,435000000.0,2.0,1.0,0.0,75.0,55.0,"Rumah, Full Furnished, Dekat Sekolah, Dekat Fasilitas Kesehatan",ELY,2025-04-10 15:39:32.488349,"Imogiri , Bantul",/properti/bantul/hos17444206/,Imogiri,Bantul
